code,label
"class Solution {   public String[] divideString(String s, int k, char fill) {     int n = s.length() % k  == 0 ? s.length() / k : s.length() / k + 1;     String[] result = new String[n];     int idx = 0;     for (int i = 0; i < n; i++) {       String split = s.substring(idx, Math.min(idx + k, s.length()));       result[i] = formString(split, k, fill);       idx += k;     }     return result;   }    private String formString(String s, int k, char fill) {     if (s.length() != k) {       return s + String.join("""", Collections.nCopies(k - s.length(), String.valueOf(fill)));     }     return s;   } } ",O(n^2)
class Solution {     public int minimumCost(int[] nums) {         int minOne = Integer.MAX_VALUE;         int minTwo = Integer.MAX_VALUE;         for (int i = 1; i < nums.length; i++) {             if (nums[i] < minOne) {                 minTwo = minOne;                 minOne = nums[i];             } else if (nums[i] < minTwo) {                 minTwo = nums[i];             }         }         return nums[0] + minOne + minTwo;     } } ,O(n)
"class Solution {   public boolean divideArray(int[] nums) {     return Arrays.stream(nums)         .boxed()         .collect(Collectors.groupingBy(Function.identity(), HashMap::new, Collectors.counting()))         .values().stream().allMatch(e -> e % 2 == 0);   } } ",O(1)
"class Solution {     public int differenceOfSums(int n, int m) {         int num1 = n * (n + 1) / 2;         int num2 = n / m;         num2 = m * num2 * (num2 + 1) / 2;         return num1 - 2 * num2;     } } ",O(1)
class Solution {   public boolean divisorGame(int N) {     boolean[] dp = new boolean[N + 1];     dp[0] = false;     dp[1] = false;     for (int i = 2; i <= N; i++) {       for (int j = 1; j < i; j++) {         if (i % j == 0) {           if (dp[i - j] == false) {             dp[i] = true;             break;           }         }       }     }     return dp[N];   } } ,O(n^2)
"class Solution {     public void duplicateZeros(int[] arr) {         int count = 0;         for (int i = 0; i < arr.length; i++) {             count += arr[i] == 0 ? 1 : 0;         }         int idxOne = arr.length - 1;         int idxTwo = arr.length + count - 1;         while (idxOne != idxTwo) {             insertAtEnd(arr, idxOne, idxTwo--);             if (arr[idxOne] == 0) {                 insertAtEnd(arr, idxOne, idxTwo--);             }             idxOne--;         }     }          private void insertAtEnd(int[] arr, int idxOne, int idxTwo) {         if (idxTwo < arr.length) {             arr[idxTwo] = arr[idxOne];         }     } } ",O(n^2)
"class Solution {     public int earliestFinishTime(int[] landStartTime, int[] landDuration, int[] waterStartTime, int[] waterDuration) {         int result = Integer.MAX_VALUE;         int n = landStartTime.length;         int m = waterStartTime.length;         int minEnd = Integer.MAX_VALUE;         // Land ride first         for (int i = 0; i < n; i++) {             minEnd = Math.min(minEnd, landStartTime[i] + landDuration[i]);         }         for (int i = 0; i < m; i++) {             result = Math.min(result, waterDuration[i] + Math.max(minEnd, waterStartTime[i]));         }         minEnd = Integer.MAX_VALUE;         // Water ride first         for (int i = 0; i < m; i++) {             minEnd = Math.min(minEnd, waterStartTime[i] + waterDuration[i]);         }         for (int i = 0; i < n; i++) {             result = Math.min(result, landDuration[i] + Math.max(minEnd, landStartTime[i]));         }         return result;     } } ",O(n^2)
int a = 5;return a;,O(1)
int x = 10;int y = x * 2;,O(1)
return n * 2;,O(1)
int sum = a + b;return sum;,O(1)
"System.out.println(""Hello"");",O(1)
"int max = Math.max(a, b);",O(1)
int temp = arr[0];,O(1)
boolean flag = true;,O(1)
int result = 100;,O(1)
return arr[5];,O(1)
while(n > 1){n = n / 2;},O(log n)
while(n > 0){n = n / 2;},O(log n)
"int low = 0, high = n;while(low <= high){int mid = (low + high)/2;high = mid - 1;}",O(log n)
"int left = 0, right = n;while(left < right){int mid = (left + right)/2;right = mid;}",O(log n)
while(n != 0){n = n / 2;},O(log n)
int x = n;while(x > 1){x /= 2;},O(log n)
"int low = 0, high = n;while(low < high){int mid = (low + high)/2;low = mid + 1;}",O(log n)
while(n > 1){n = n >> 1;},O(log n)
while(n > 1){n = n / 3;},O(log n)
int temp = n;while(temp > 0){temp = temp / 2;},O(log n)
Arrays.sort(arr);,O(n log n)
Collections.sort(list);,O(n log n)
Arrays.parallelSort(arr);,O(n log n)
Arrays.sort(nums);,O(n log n)
Collections.sort(names);,O(n log n)
Arrays.sort(data);,O(n log n)
Collections.sort(values);,O(n log n)
Arrays.sort(input);,O(n log n)
Collections.sort(arrList);,O(n log n)
Arrays.sort(array);,O(n log n)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){count++;}},O(n^2)
for(int i=0;i<n;i++){for(int j=i;j<n;j++){sum++;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<i;j++){sum++;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){System.out.println(i+j);}},O(n^2)
int i=0;while(i<n){int j=0;while(j<n){j++;}i++;},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){arr[i][j] = i + j;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){total += i * j;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){if(i == j) continue;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){count += 1;}},O(n^2)
for(int i=0;i<n;i++){for(int j=0;j<n;j++){sum += arr[j];}},O(n^2)
